gene_name,annotation
TFEB,autophagosome membrane
TFEB,nucleoplasm
TFEB,cytosol
TFEB,phagophore assembly site membrane
TFG,endoplasmic reticulum-Golgi intermediate compartment membrane
TFG,plasma membrane
TFG,ER to Golgi transport vesicle membrane
TFG,endoplasmic reticulum membrane
TFG,nucleoplasm
TFG,cytosol
TFPT,nucleoplasm
TFRC,plasma membrane
TFRC,clathrin-coated endocytic vesicle membrane
TFRC,cytoplasmic vesicle membrane
TFRC,endosome membrane
TFRC,Golgi membrane
TFRC,extracellular region
TFRC,cytosol
TG,mitochondrial matrix
TG,endocytic vesicle lumen
TG,cytosol
TG,endoplasmic reticulum lumen
TG,endocytic vesicle membrane
TG,plasma membrane
TG,early endosome
TG,mitochondrial outer membrane
TG,endoplasmic reticulum membrane
TG,extracellular region
TG,nucleoplasm
TG,photoreceptor disc membrane
TGFA,endoplasmic reticulum membrane
TGFA,endoplasmic reticulum-Golgi intermediate compartment membrane
TGFA,extracellular region
TGFA,nucleoplasm
TGFA,clathrin-coated endocytic vesicle membrane
TGFA,ER to Golgi transport vesicle membrane
TGFBR1,early endosome membrane
TGFBR1,cytoplasmic side of plasma membrane
TGFBR1,plasma membrane
TGFBR1,extracellular region
TGFBR1,cell junction
TGFBR1,cytosol
TGFBR2,early endosome membrane
TGFBR2,cytoplasmic side of plasma membrane
TGFBR2,plasma membrane
TGFBR2,extracellular region
TGFBR2,cell junction
TGFBR2,cytosol
TGFBR3,cytosol
TGFBR3,plasma membrane
TGFBR3,extracellular region
TGIF1,nucleoplasm
TGIF1,extracellular region
TGM1,cornified envelope
TGM1,plasma membrane
TGM1,cytosol
TGS1,nucleoplasm
TGS1,cytosol
THBS1,endoplasmic reticulum membrane
THBS1,plasma membrane
THBS1,extracellular region
THBS1,platelet alpha granule lumen
THBS1,nucleoplasm
THBS1,endoplasmic reticulum lumen
THBS2,endoplasmic reticulum lumen
THBS2,extracellular region
THOC5,nucleoplasm
THOC5,plasma membrane
THOC5,cytosol
THOC6,nucleoplasm
THOC7,nucleoplasm
THRAP3,nucleoplasm
THSD7A,endoplasmic reticulum lumen
THSD7B,endoplasmic reticulum lumen
TIA1,nucleoplasm
TIAL1,nucleoplasm
TIGAR,nucleoplasm
TIGAR,cytosol
TIMM17A,mitochondrial inner membrane
TIMM17A,mitochondrial intermembrane space
TIPIN,nucleoplasm
TJP1,plasma membrane
TJP1,endoplasmic reticulum-Golgi intermediate compartment membrane
TJP1,Golgi-associated vesicle membrane
TJP1,cell junction
TJP1,nucleoplasm
TJP1,cytosol
TLE1,plasma membrane
TLE1,nucleoplasm
TLE1,cytosol
TLE2,nucleoplasm
TLE3,nucleoplasm
TLE4,nucleoplasm
TLL1,extracellular region
TLL2,extracellular region
TLR2,plasma membrane
TLR2,endoplasmic reticulum membrane
TLR2,endosome membrane
TLR2,extracellular region
TLR2,endoplasmic reticulum lumen
TLR2,cytosol
TLR2,secretory granule membrane
TLR4,plasma membrane
TLR4,nuclear envelope
TLR4,endoplasmic reticulum membrane
TLR4,extracellular region
TLR4,nucleoplasm
TLR4,cytosol
TLR4,endosome membrane
TLR5,plasma membrane
TLR5,extracellular region
TLR5,cytosol
TLR6,plasma membrane
TLR6,extracellular region
TLR7,plasma membrane
TLR7,double membrane vesicle viral factory outer membrane
TLR7,endoplasmic reticulum lumen
TLR7,endolysosome membrane
TLR7,endosome lumen
TLR7,Golgi membrane
TLR7,endoplasmic reticulum membrane
TLR7,endosome membrane
TLR7,nucleoplasm
TLR7,cytosol
TLR9,plasma membrane
TLR9,endoplasmic reticulum lumen
TLR9,endolysosome membrane
TLR9,viral envelope
TLR9,endosome lumen
TLR9,Golgi membrane
TLR9,endosome membrane
TLR9,endoplasmic reticulum membrane
TLR9,extracellular region
TLR9,nucleoplasm
TLR9,cytosol
TMEM179,ficolin-1-rich granule membrane
TMEM179,plasma membrane
TMEM179,azurophil granule membrane
TMEM179,secretory granule membrane
TMEM216,cytosol
TMEM30A,plasma membrane
TMEM30A,azurophil granule membrane
TMEM30A,specific granule membrane
TMEM63A,plasma membrane
TMEM63A,tertiary granule membrane
TMEM63A,specific granule membrane
TMPRSS2,plasma membrane
TMPRSS2,extracellular region
TMSB4X,platelet alpha granule lumen
TMSB4X,extracellular region
TMX3,plasma membrane
TMX3,platelet alpha granule membrane
TNC,plasma membrane
TNC,extracellular region
TNC,endoplasmic reticulum lumen
TNF,cytoplasmic vesicle membrane
TNF,cytosol
TNF,mitochondrial intermembrane space
TNF,endoplasmic reticulum lumen
TNF,Golgi membrane
TNF,extracellular region
TNF,peptidoglycan-based cell wall
TNF,endosome membrane
TNF,double membrane vesicle viral factory outer membrane
TNF,ficolin-1-rich granule lumen
TNF,mitochondrial matrix
TNF,tertiary granule lumen
TNF,plasma membrane
TNF,mitochondrial outer membrane
TNF,endoplasmic reticulum membrane
TNF,nucleoplasm
TNF,specific granule membrane
TNF,mitochondrial inner membrane
TNF,trans-Golgi network membrane
TNF,viral envelope
TNF,endosome lumen
TNFAIP3,plasma membrane
TNFAIP3,cytosol
TNFAIP6,tertiary granule lumen
TNFAIP6,extracellular region
TNFAIP6,ficolin-1-rich granule lumen
TNFAIP8,cytoplasmic vesicle membrane
TNFAIP8,plasma membrane
TNFAIP8,cytosol
TNFAIP8L3,cytoplasmic vesicle membrane
TNFAIP8L3,plasma membrane
TNFAIP8L3,cytosol
TNFRSF10A,plasma membrane
TNFRSF10A,extracellular region
TNFRSF10A,nucleoplasm
TNFRSF10A,cytosol
TNFRSF11A,plasma membrane
TNFRSF11A,extracellular region
TNFRSF11A,cytosol
TNFRSF14,plasma membrane
TNFRSF17,plasma membrane
TNFRSF17,extracellular region
TNFRSF1B,plasma membrane
TNFRSF1B,extracellular region
TNFRSF1B,specific granule membrane
TNFRSF1B,nucleoplasm
TNFRSF8,plasma membrane
TNFSF10,plasma membrane
TNFSF10,extracellular region
TNFSF10,cytosol
TNFSF13,plasma membrane
TNFSF13,extracellular region
TNFSF13,nucleoplasm
TNFSF13,cytosol
TNFSF8,plasma membrane
TNN,extracellular region
TNN,cytosol
TNPO1,cilium
TNPO1,cytosol
TNR,plasma membrane
TNR,extracellular region
TNR,nucleoplasm
TNR,cytosol
TNRC6A,nuclear envelope
TNRC6A,nucleoplasm
TNRC6A,cytosol
TNRC6B,cytosol
TNS4,plasma membrane
TNS4,cytosol
TOP1,nucleoplasm
TOR1B,cytosol
TP53,cytosol
TP53,mitochondrial intermembrane space
TP53,extracellular region
TP53,endosome membrane
TP53,mitochondrial matrix
TP53,plasma membrane
TP53,mitochondrial outer membrane
TP53,endoplasmic reticulum membrane
TP53,nucleoplasm
TP53,mitochondrial inner membrane
TP53BP1,nucleoplasm
TP53BP2,plasma membrane
TP53BP2,nucleoplasm
TP53BP2,cytosol
TP53INP1,nucleoplasm
TP63,plasma membrane
TP63,nucleoplasm
TP63,cytosol
TP73,plasma membrane
TP73,nuclear envelope
TP73,nucleoplasm
TP73,cytosol
TPM3,plasma membrane
TPM3,endoplasmic reticulum membrane
TPM3,cytosol
TPM4,plasma membrane
TPM4,endoplasmic reticulum membrane
TPM4,cytosol
TPO,plasma membrane
TPO,extracellular region
TPO,nucleoplasm
TPO,cytosol
TPR,plasma membrane
TPR,nuclear envelope
TPR,mitochondrial outer membrane
TPR,cilium
TPR,nucleoplasm
TPR,cytosol
TPR,phagocytic vesicle membrane
TPSAB1,extracellular region
TPTE,Golgi membrane
TPTE,cytosol
TPTE2,Golgi membrane
TPTE2,cytosol
TPX2,nucleoplasm
TPX2,cytosol
TRA,peroxisomal matrix
TRA,apical plasma membrane
TRA,cell junction
TRA,cilium
TRA,cytosol
TRA,endoplasmic reticulum-Golgi intermediate compartment membrane
TRA,sarcoplasmic reticulum membrane
TRA,Golgi-associated vesicle membrane
TRA,endoplasmic reticulum lumen
TRA,ER to Golgi transport vesicle membrane
TRA,endocytic vesicle membrane
TRA,nuclear envelope
TRA,extracellular region
TRA,basolateral plasma membrane
TRA,mitochondrion
TRA,lysosomal lumen
TRA,platelet alpha granule lumen
TRA,cytoplasm
TRA,peptidoglycan-based cell wall
TRA,transport vesicle membrane
TRA,endosome membrane
TRA,endoplasmic reticulum-Golgi intermediate compartment
TRA,phagocytic vesicle membrane
TRA,multivesicular body lumen
TRA,mitochondrial matrix
TRA,lysosomal membrane
TRA,ciliary base
TRA,clathrin-sculpted gamma-aminobutyric acid transport vesicle lumen
TRA,phagocytic vesicle lumen
TRA,plasma membrane
TRA,early endosome
TRA,Golgi-associated vesicle lumen
TRA,microtubule organizing center
TRA,endosome
TRA,phagocytic vesicle
TRA,clathrin-sculpted acetylcholine transport vesicle membrane
TRA,nucleoplasm
TRA,azurophil granule lumen
TRA,platelet dense tubular network membrane
TRA,secretory granule membrane
TRA,COPII-coated ER to Golgi transport vesicle
TRA,clathrin-coated endocytic vesicle
TRA,phagolysosome
TRA,mitochondrial inner membrane
TRA,trans-Golgi network membrane
TRA,cytoplasmic vesicle membrane
TRA,phagocytic cup
TRA,endoplasmic reticulum quality control compartment
TRA,mitochondrial intermembrane space
TRA,integral component of lumenal side of endoplasmic reticulum membrane
TRA,sarcoplasmic reticulum lumen
TRA,lipid droplet
TRA,ciliary membrane
TRA,Golgi lumen
TRA,Golgi membrane
TRA,phagophore assembly site membrane
TRA,photoreceptor disc membrane
TRA,secretory granule lumen
TRA,clathrin-sculpted monoamine transport vesicle membrane
TRA,double membrane vesicle viral factory outer membrane
TRA,external side of plasma membrane
TRA,melanosome membrane
TRA,early endosome membrane
TRA,photoreceptor outer segment membrane
TRA,transport vesicle
TRA,late endosome membrane
TRA,Golgi-associated vesicle
TRA,endolysosome membrane
TRA,nucleolus
TRA,lamellar body
TRA,peroxisomal membrane
TRA,integral component of cytoplasmic side of endoplasmic reticulum membrane
TRA,ciliary tip
TRA,mitochondrial outer membrane
TRA,smooth endoplasmic reticulum
TRA,endoplasmic reticulum membrane
TRA,late endosome lumen
TRA,lamellar body membrane
TRA,synaptic vesicle membrane
TRA,clathrin-coated endocytic vesicle membrane
TRA,extracellular exosome
TRA,endosome lumen
TRA,viral envelope
TRA,melanosome lumen
TRAF1,plasma membrane
TRAF1,nucleoplasm
TRAF1,cytosol
TRAF2,cytosol
TRAF2,plasma membrane
TRAF2,mitochondrial outer membrane
TRAF2,extracellular region
TRAF2,nucleoplasm
TRAF2,endosome membrane
TRAF3,plasma membrane
TRAF3,ciliary tip
TRAF3,mitochondrial outer membrane
TRAF3,cytoplasmic vesicle membrane
TRAF3,Golgi membrane
TRAF3,endoplasmic reticulum membrane
TRAF3,extracellular region
TRAF3,cilium
TRAF3,nucleoplasm
TRAF3,cytosol
TRAF3,phagophore assembly site membrane
TRAF3,autophagosome membrane
TRAF3,endoplasmic reticulum-Golgi intermediate compartment membrane
TRAF3,endosome membrane
TRAF3,double membrane vesicle viral factory outer membrane
TRAF5,plasma membrane
TRAF5,cytosol
TRAF6,plasma membrane
TRAF6,nuclear envelope
TRAF6,mitochondrial outer membrane
TRAF6,endoplasmic reticulum membrane
TRAF6,nucleoplasm
TRAF6,cytosol
TRAF6,phagophore assembly site membrane
TRAF6,autophagosome membrane
TRAF6,endosome membrane
TRAF6,double membrane vesicle viral factory outer membrane
TRAF7,cytosol
TRAIP,cytosol
TRAK1,mitochondrial outer membrane
TRAK1,cytosol
TRAPPC2L,cytosol
TRB,plasma membrane
TRB,cytosol
TRD,nucleoplasm
TRD,sarcoplasmic reticulum lumen
TRG,endoplasmic reticulum membrane
TRIB3,plasma membrane
TRIB3,nucleoplasm
TRIB3,cytosol
TRIM24,plasma membrane
TRIM24,cytosol
TRIM27,nucleoplasm
TRIM27,cytosol
TRIM28,plasma membrane
TRIM28,extracellular region
TRIM28,nucleoplasm
TRIM28,cytosol
TRIM33,nucleoplasm
TRIM33,cytosol
TRIM37,cytosol
TRIM48,nucleoplasm
TRIM48,cytosol
TRIO,mitochondrial matrix
TRIO,endoplasmic reticulum membrane
TRIO,plasma membrane
TRIO,mitochondrial inner membrane
TRIO,cytosol
TRIOBP,cytosol
TRIP11,Golgi membrane
TRIP11,transport vesicle
TRIP11,cilium
TRIP11,cytosol
TRIP12,cytosol
TRMT10C,mitochondrial matrix
TRMT44,cytosol
TRO,plasma membrane
TRO,extracellular region
TRO,cytosol
TRO,endoplasmic reticulum lumen
TRPA1,mitochondrial matrix
TRPA1,plasma membrane
TRPA1,extracellular region
TRPA1,cytosol
TRPC6,plasma membrane
TRPC7,ficolin-1-rich granule membrane
TRPC7,plasma membrane
TRPC7,tertiary granule membrane
TRPC7,specific granule membrane
TRPM1,plasma membrane
TRPM2,ficolin-1-rich granule membrane
TRPM2,plasma membrane
TRPM2,tertiary granule membrane
TRPM2,specific granule membrane
TRPM3,plasma membrane
TRPS1,Golgi lumen
TRPS1,Golgi membrane
TRPV5,plasma membrane
TRPV6,plasma membrane
TRRAP,nucleoplasm
TSC1,plasma membrane
TSC1,cytosol
TSC2,plasma membrane
TSC2,endosome membrane
TSC2,lysosomal membrane
TSC2,nucleoplasm
TSC2,cytosol
TSC22D1,nucleoplasm
TSHR,plasma membrane
TSPYL2,nucleoplasm
TTBK2,cytosol
TTC21B,cilium
TTC21B,ciliary tip
TTL,cytosol
TTLL5,cytosol
TTLL9,cytosol
TUBA1C,axonemal microtubule
TUBA1C,cytosol
TUBA3C,axonemal microtubule
TUBA3C,cytosol
TUBGCP6,cytosol
TUSC3,endoplasmic reticulum membrane
TUSC3,plasma membrane
TUSC3,extracellular region
TUSC3,cytosol
TWIST1,plasma membrane
TWIST1,extracellular region
TWIST1,nucleoplasm
TWIST1,cytosol
TWNK,mitochondrial matrix
TWNK,nucleoplasm
TXNIP,nucleoplasm
TXNIP,cytosol
TYK2,endocytic vesicle membrane
TYK2,plasma membrane
TYK2,cytoplasm
TYK2,extracellular region
TYK2,lysosomal membrane
TYK2,cytosol
TYRO3,plasma membrane
TYRO3,extracellular region
TYRP1,melanosome membrane
TYRP1,melanosome lumen
TYRP1,cytosol
TYSND1,peroxisomal membrane
TYSND1,peroxisomal matrix
TYSND1,cytosol
U2AF1,nucleoplasm
U2AF2,nucleoplasm
U2SURP,nucleoplasm
UACA,plasma membrane
UACA,cytosol
UAP1,cytosol
UBA2,nucleoplasm
UBA2,cytosol
UBA6,nucleoplasm
UBA6,cytosol
UBAC1,cytosol
UBB,endocytic vesicle membrane
UBB,plasma membrane
UBB,lysosomal lumen
UBB,mitochondrial outer membrane
UBB,endoplasmic reticulum membrane
UBB,endosome membrane
UBB,lysosomal membrane
UBB,nucleoplasm
UBB,cytosol
UBB,late endosome lumen
UBE2A,nucleoplasm
UBE2A,cytosol
UBE2D1,plasma membrane
UBE2D1,nucleoplasm
UBE2D1,cytoplasm
UBE2D1,cytosol
UBE2J2,endoplasmic reticulum membrane
UBE2J2,cytosol
UBR1,cytosol
UBR5,nucleoplasm
UBXN7,mitochondrial outer membrane
UBXN7,cytosol
UCHL5,plasma membrane
UCHL5,extracellular region
UCHL5,nucleoplasm
UCHL5,cytosol
UGT2A1,endoplasmic reticulum membrane
UGT2A2,endoplasmic reticulum membrane
UGT2A3,endoplasmic reticulum membrane
UGT2B10,endoplasmic reticulum membrane
ULK2,cytosol
UMPS,mitochondrial matrix
UMPS,Golgi lumen
UMPS,Golgi membrane
UMPS,plasma membrane
UMPS,extracellular region
UMPS,cytosol
UNC5C,plasma membrane
UNC5C,cytosol
UNC5D,plasma membrane
UNC80,plasma membrane
UNC80,cytosol
UNC80,extracellular region
UPF1,cytosol
USP10,endosome membrane
USP10,nucleoplasm
USP10,cytosol
USP13,nucleoplasm
USP13,cytosol
USP16,nucleoplasm
USP25,cytosol
USP28,nucleoplasm
USP29,nucleoplasm
USP31,nucleoplasm
USP44,nucleoplasm
USP5,cytosol
USP6,trans-Golgi network membrane
USP6,cytosol
USP7,nucleoplasm
USP7,cytosol
USP8,trans-Golgi network membrane
USP8,plasma membrane
USP8,extracellular region
USP8,cytosol
USP9X,plasma membrane
USP9X,nucleoplasm
USP9X,peroxisomal membrane
USP9X,peroxisomal matrix
USP9X,cytosol
UTP20,nucleoplasm
VAMP4,trans-Golgi network membrane
VAMP4,plasma membrane
VAMP4,transport vesicle
VAMP4,clathrin-coated endocytic vesicle membrane
VANGL1,plasma membrane
VANGL1,cytosol
VARS2,mitochondrial matrix
VARS2,cytosol
VAV1,plasma membrane
VAV1,extracellular region
VAV1,cytosol
VAV2,plasma membrane
VAV2,extracellular region
VAV2,cytosol
VCAN,Golgi lumen
VCAN,extracellular region
VCAN,lysosomal lumen
VCAN,endoplasmic reticulum lumen
VCPIP1,endoplasmic reticulum membrane
VCPIP1,endoplasmic reticulum lumen
VEGFA,plasma membrane
VEGFA,platelet alpha granule lumen
VEGFA,extracellular region
VEGFA,nucleoplasm
VEGFA,cytosol
VHL,endocytic vesicle membrane
VHL,mitochondrial outer membrane
VHL,trans-Golgi network membrane
VHL,nucleoplasm
VHL,cytosol
VIT,plasma membrane
VIT,mitochondrial inner membrane
VIT,mitochondrial outer membrane
VIT,endoplasmic reticulum lumen
VIT,mitochondrial matrix
VIT,endoplasmic reticulum membrane
VIT,extracellular region
VIT,cytosol
VPS45,Golgi membrane
VPS45,endosome membrane
VPS51,trans-Golgi network membrane
VPS53,trans-Golgi network membrane
VWF,plasma membrane
VWF,platelet alpha granule lumen
VWF,endoplasmic reticulum lumen
VWF,Golgi lumen
VWF,Golgi membrane
VWF,extracellular region
VWF,cytosol
WAC,nucleoplasm
WAC,cytosol
WAPL,chromosome
WAPL,nucleoplasm
WAPL,"chromosome, centromeric region"
WAPL,cytosol
WAS,cytosol
WASF3,plasma membrane
WASF3,cytosol
WBP11,nucleoplasm
WBP4,nucleoplasm
WDCP,cytosol
WDR12,nucleoplasm
WDR24,lysosomal membrane
WDR45,cytosol
WDR45,phagophore assembly site membrane
WDR7,nucleoplasm
WDR7,cytosol
WDR75,nucleoplasm
WDTC1,nucleoplasm
WIF1,extracellular region
WIPF2,plasma membrane
WIPF2,cytosol
WLS,endocytic vesicle membrane
WLS,early endosome membrane
WLS,plasma membrane
WLS,endoplasmic reticulum lumen
WLS,extracellular exosome
WLS,Golgi lumen
WLS,"multivesicular body, internal vesicle"
WLS,Golgi membrane
WLS,endoplasmic reticulum membrane
WLS,extracellular region
WLS,cytosol
WNK1,cytosol
WNK2,cytosol
WNT2,extracellular exosome
WNT2,Golgi lumen
WNT2,endocytic vesicle membrane
WNT2,plasma membrane
WNT2,extracellular region
WNT2,endoplasmic reticulum lumen
WNT5B,extracellular exosome
WNT5B,Golgi lumen
WNT5B,endocytic vesicle membrane
WNT5B,plasma membrane
WNT5B,extracellular region
WNT5B,endoplasmic reticulum lumen
WNT5B,cytosol
WRN,nucleoplasm
WT1,nucleoplasm
WT1,cytosol
WTIP,cytosol
WWP1,plasma membrane
WWP1,extracellular region
WWP1,nucleoplasm
WWP1,cytosol
WWTR1,plasma membrane
WWTR1,endoplasmic reticulum lumen
WWTR1,extracellular region
WWTR1,nucleoplasm
WWTR1,cytosol
XBP1,endoplasmic reticulum-Golgi intermediate compartment membrane
XBP1,endoplasmic reticulum quality control compartment
XBP1,lysosomal lumen
XBP1,nuclear envelope
XBP1,endoplasmic reticulum lumen
XBP1,mitochondrial matrix
XBP1,endoplasmic reticulum membrane
XBP1,endosome membrane
XBP1,Golgi membrane
XBP1,nucleoplasm
XBP1,cytosol
XCL2,plasma membrane
XCL2,extracellular region
XDH,plasma membrane
XDH,cytosol
XIAP,mitochondrial outer membrane
XIAP,nucleoplasm
XIAP,cytosol
XIAP,endosome membrane
XIRP2,cytosol
XPA,nucleoplasm
XPC,nucleoplasm
XPNPEP2,plasma membrane
XPNPEP2,extracellular region
XPO1,nucleoplasm
XPO1,cytosol
XRCC1,nucleoplasm
XRCC2,nucleoplasm
XRCC2,chromosome
XRCC5,extracellular region
XRCC5,nucleoplasm
XRCC5,secretory granule lumen
XRCC5,cytosol
XRN1,cytosol
YAP1,plasma membrane
YAP1,endoplasmic reticulum lumen
YAP1,extracellular region
YAP1,nucleoplasm
YAP1,cytosol
YEATS4,nucleoplasm
YES1,plasma membrane
YES1,extracellular region
YES1,nucleoplasm
YES1,cytosol
YES1,endoplasmic reticulum lumen
YPEL5,tertiary granule lumen
YPEL5,extracellular region
YPEL5,ficolin-1-rich granule lumen
YWHAE,cytosol
YY1,nucleoplasm
YY1,plasma membrane
ZAN,plasma membrane
ZAN,cytosol
ZBTB16,cytosol
ZC3H11A,nucleoplasm
ZC3H12A,nucleoplasm
ZC3H12A,plasma membrane
ZC3HC1,nucleoplasm
ZCRB1,nucleoplasm
ZCRB1,cytosol
ZEB1,nucleoplasm
ZFHX3,nucleoplasm
ZFP14,nucleoplasm
ZFP36L1,cytosol
ZFP36L2,cytosol
ZFPM1,nucleoplasm
ZFPM1,plasma membrane
ZFPM2,nucleoplasm
ZIC3,nucleoplasm
ZIM2,nucleoplasm
ZKSCAN3,nucleoplasm
ZMYM2,plasma membrane
ZMYM2,extracellular region
ZMYM2,cytosol
ZNF131,nucleoplasm
ZNF133,nucleoplasm
ZNF143,mitochondrial matrix
ZNF143,nucleoplasm
ZNF180,nucleoplasm
ZNF208,nucleoplasm
ZNF215,nucleoplasm
ZNF217,nucleoplasm
ZNF226,nucleoplasm
ZNF227,nucleoplasm
ZNF24,nucleoplasm
ZNF253,nucleoplasm
ZNF28,nucleoplasm
ZNF324,nucleoplasm
ZNF331,nucleoplasm
ZNF33A,nucleoplasm
ZNF362,nucleoplasm
ZNF429,nucleoplasm
ZNF471,nucleoplasm
ZNF479,nucleoplasm
ZNF483,nucleoplasm
